internal_vendor_id,vendor_name_raw,vendor_name_normalized,total_received_amount,total_transaction_count,unique_mps_served,unique_states_served,primary_state,primary_activity,source_dataset,source_file,source_download_date,pipeline_created_at
INTERNAL_VND_00095,AL ARQAM ENTERPRISES,AL ARQAM ENTERPRISES,32148095.0,114,1,1,UTTAR PRADESH,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00096,Bijay Bhusan,BIJAY BHUSAN,32119475.0,83,1,1,JHARKHAND,Construction of common work sheds/ common covered sitting area,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00097,NAMASKAR BOOKS,NAMASKAR BOOKS,32000000.0,101,3,2,JHARKHAND,Purchase of books and periodicals for libraries/digitization of library books,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00098,ARJUN KUMAR BAURI,ARJUN KUMAR BAURI,31484925.0,67,2,1,JHARKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00099,ZILLA NIRMITi KENDRA,ZILLA NIRMITI KENDRA,31325000.0,78,1,1,KARNATAKA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00100,Nirmithi Kendra Shivamogga,NIRMITHI KENDRA SHIVAMOGGA,31185482.0,124,1,1,KARNATAKA,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00101,ALLUMINA ELECTRONICS,ALLUMINA ELECTRONICS,31116833.0,131,2,1,KERALA,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00102,SHREE HARIOM INFOTECH,SHREE HARIOM INFOTECH,31012776.0,79,1,1,UTTAR PRADESH,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00103,A S ENTERPRISES,A S ENTERPRISES,30575159.0,51,4,3,GOA,"Purchase of IT systems, including hardware and software for educational purposes",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00104,ASSISTANT ENGINEER ZILA PARISHAD KHUNTI,ASSISTANT ENGINEER ZILA PARISHAD KHUNTI,30140000.0,77,1,1,JHARKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00105,M P  AGRO DHAR,M P AGRO DHAR,30137810.0,326,1,1,MADHYA PRADESH,Purchase of mobile water tankers,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00106,Distt Education Officer,DISTT EDUCATION OFFICER,29950200.0,24,1,1,MADHYA PRADESH,"Purchase of IT systems, including hardware and software for educational purposes",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00107,SS CONSTRUCTION,SS CONSTRUCTION,29840585.0,38,2,2,TAMIL NADU,Purchase of furniture and fixtures for educational purposes,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00108,OM ENTERPRISES,OM ENTERPRISES,29563582.0,64,5,3,UTTAR PRADESH,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00109,MS AMAR MANI TRIPATHI,MS AMAR MANI TRIPATHI,29559735.0,47,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00110,M S Communication,M S COMMUNICATION,29277772.0,113,4,1,KERALA,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00111,PROJECT MANAGER NIRMITHI KENDRA RAMANAGARA,PROJECT MANAGER NIRMITHI KENDRA RAMANAGARA,29125000.0,94,2,1,KARNATAKA,Construction of bus-sheds or bus-stops,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00112,Jagdish Narayan,JAGDISH NARAYAN,28535541.0,59,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00113,ONN INFRATECH,ONN INFRATECH,28296291.0,24,1,1,UTTAR PRADESH,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00114,Greenz,GREENZ,27652325.0,38,5,1,DELHI,Development of public parks,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00115,The Gill Sehkari Kirat te Ussari Sabha Ltd,THE GILL SEHKARI KIRAT TE USSARI SABHA LTD,27444419.0,143,1,1,PUNJAB,Installing community drinking water plants,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00116,TECHNO BEST,TECHNO BEST,27228057.0,10,2,1,WEST BENGAL,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00117,Aaradhya Enterprises,AARADHYA ENTERPRISES,27000752.0,204,2,1,UTTAR PRADESH,Street lights,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00118,VEENA CONSTRUCTIONS,VEENA CONSTRUCTIONS,26709000.0,29,1,1,BIHAR,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00119,MUNIAN VENKATESAN,MUNIAN VENKATESAN,26700121.0,66,1,1,TAMIL NADU,Purchase of non-conventional energy system and devices for community use,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00120,FORCE MOTORS LIMITED,FORCE MOTORS LIMITED,26573896.0,15,11,7,KERALA,"Purchase of ambulances (Four, three and two wheelers)",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00121,Aiok M Sangma,AIOK M SANGMA,26500000.0,64,1,1,MEGHALAYA,Providing supply pipelines for drinking water,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00122,District Engineer,DISTRICT ENGINEER,26463088.0,144,1,1,JHARKHAND,Construction of public irrigation facilities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00123,SHOURYA ENTERPRISES,SHOURYA ENTERPRISES,26399060.0,22,1,1,UTTAR PRADESH,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00124,MP STATE AGRO IND CORP HARDA,MP STATE AGRO IND CORP HARDA,26146524.0,96,1,1,MADHYA PRADESH,Construction of bus-sheds or bus-stops,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00125,ASSISTANT ENGINEER DIGHA,ASSISTANT ENGINEER DIGHA,26028319.0,25,1,1,BIHAR,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00126,VARDHAN ASSOCIATES,VARDHAN ASSOCIATES,25934478.0,97,1,1,UTTAR PRADESH,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00127,VIOLET ENTERPRISES,VIOLET ENTERPRISES,25907063.0,104,1,1,TELANGANA,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00128,BALAJI ENTERPRISES,BALAJI ENTERPRISES,25818498.0,13,3,3,UTTAR PRADESH,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00129,TECHKRITI INFRATECH PVT LTD,TECHKRITI INFRATECH PVT LTD,25014254.0,52,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00130,MAKSUD AHMAD CONTRACTOR,MAKSUD AHMAD CONTRACTOR,24866426.0,198,1,1,UTTAR PRADESH,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00131,SHYAM BIHARI PRASAD YADAV,SHYAM BIHARI PRASAD YADAV,24864298.0,52,1,1,JHARKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00132,DIVYANSHU CONSTRUCTION,DIVYANSHU CONSTRUCTION,24664218.0,177,2,1,UTTAR PRADESH,Street lights,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00133,DUTTA ENTERPRISE,DUTTA ENTERPRISE,24502634.0,16,1,1,WEST BENGAL,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00134,AV ENTERTAINMENT,AV ENTERTAINMENT,24000000.0,91,1,1,BIHAR,Providing CCTV camera system for security of public areas,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00135,HIDAYA QIRAT ENTERPRISES,HIDAYA QIRAT ENTERPRISES,23804795.0,73,2,1,UTTAR PRADESH,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00136,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,UP STATE AGRO INDUSTRIAL CORPORATION LTD BICHPAI URMAURA,23670476.0,250,1,1,UTTAR PRADESH,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00137,mp agro,MP AGRO,23601587.0,136,2,1,MADHYA PRADESH,Purchase of mobile water tankers,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00138,MD SADDAM,MD SADDAM,23053551.0,11,1,1,WEST BENGAL,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00139,Pasuparthi Hareesh,PASUPARTHI HAREESH,23047867.0,40,1,1,ANDHRA PRADESH,Construction of community centers and community halls,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00140,MP STATE AGRO INDUSTRIES DEVELOPMENT CORP REWA,MP STATE AGRO INDUSTRIES DEVELOPMENT CORP REWA,23013646.0,23,1,1,MADHYA PRADESH,Purchase of mobile water tankers,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00141,The Sidhu Kirat te Usari Sehkari Sabha ltd,THE SIDHU KIRAT TE USARI SEHKARI SABHA LTD,22987011.0,99,1,1,PUNJAB,Purchase of mobile water tankers,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00142,DEV CONSTRUCTION,DEV CONSTRUCTION,22966531.0,36,5,2,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00143,Lakshya Contruction,LAKSHYA CONTRUCTION,22947251.0,55,2,1,UTTAR PRADESH,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00144,MPLADS Beneficiary Committee Churachandpur,MPLADS BENEFICIARY COMMITTEE CHURACHANDPUR,22751963.0,36,1,1,MANIPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00145,Bimla Automobiles,BIMLA AUTOMOBILES,22735174.0,61,1,1,HARYANA,Purchase of mobile sanitation equipment,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00146,Central Electronics Limited,CENTRAL ELECTRONICS LIMITED,22498131.0,2,1,1,DELHI,Providing CCTV camera system for security of public areas,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00147,amit mathur,AMIT MATHUR,22446590.0,30,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00148,Nistha Enterprises,NISTHA ENTERPRISES,22289020.0,16,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00149,MR CONSTRUCTION,MR CONSTRUCTION,22288512.0,128,1,1,UTTAR PRADESH,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00150,BSDEV INFRATECH INIDA PRIVATE LIMITED,BSDEV INFRATECH INIDA PRIVATE LIMITED,22288000.0,28,1,1,BIHAR,Purchase of furniture and fixtures for educational purposes,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00151,PUNA IRON INDUSTRIES,PUNA IRON INDUSTRIES,22170779.0,9,1,1,MADHYA PRADESH,Street lights,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00152,BABA VISHWANATH ENTERPRISES,BABA VISHWANATH ENTERPRISES,21951050.0,25,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00153,ARUN KUMAR DAS,ARUN KUMAR DAS,21720781.0,55,1,1,WEST BENGAL,Street lights,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00154,ARUP GHOSH,ARUP GHOSH,21633738.0,54,1,1,WEST BENGAL,Street lights,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00155,MP State Agro Balaghat,MP STATE AGRO BALAGHAT,21397595.0,93,1,1,MADHYA PRADESH,Purchase of mobile water tankers,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00156,MP STATE AGRO INDUSTRIES DEVELOPMENT CORPORATION LTD DAMOH,MP STATE AGRO INDUSTRIES DEVELOPMENT CORPORATION LTD DAMOH,21363428.0,99,1,1,MADHYA PRADESH,Purchase of non-conventional energy system and devices for community use,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00157,SATYAVER SIGH CONTRACTOR AND SUPPLIER,SATYAVER SIGH CONTRACTOR AND SUPPLIER,21277376.0,51,1,1,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00158,Geetanjali Traders,GEETANJALI TRADERS,21264000.0,45,1,1,ODISHA,"Purchase of IT systems, including hardware and software for educational purposes",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00159,Asesar Singh Contractor,ASESAR SINGH CONTRACTOR,21244781.0,137,1,1,UTTAR PRADESH,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00160,SWASTIK ENTERPRISES,SWASTIK ENTERPRISES,21196893.0,24,2,2,UTTAR PRADESH,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00161,MA ENTERPRISE,MA ENTERPRISE,21184305.0,9,1,1,WEST BENGAL,Construction of water tanks,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00162,T PRABHAKARAN,T PRABHAKARAN,20860367.0,47,2,1,TAMIL NADU,"Purchase of smart boards, visual display units and projectors",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00163,Roudrantak Infratech,ROUDRANTAK INFRATECH,20786350.0,1,1,1,UTTAR PRADESH,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00164,SHIV SHARAN,SHIV SHARAN,20732000.0,21,2,1,BIHAR,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00165,SAIBABA STONE CRUSHER AND CONSTRUCTION,SAIBABA STONE CRUSHER AND CONSTRUCTION,20662113.0,5,1,1,MAHARASHTRA,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00166,EE NREP SIMDEGA,EE NREP SIMDEGA,20600000.0,85,1,1,JHARKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00167,Sarkar Enterprise,SARKAR ENTERPRISE,20465176.0,4,2,1,WEST BENGAL,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00168,Project Manager Nirmiti kendra gadag,PROJECT MANAGER NIRMITI KENDRA GADAG,20350000.0,53,2,1,KARNATAKA,Construction of buildings for community cultural activities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00169,NATIONAL ENGINEERING WORKS,NATIONAL ENGINEERING WORKS,20325830.0,94,2,2,UTTAR PRADESH,Purchase of mobile water tankers,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00170,JAI PRAKASH,JAI PRAKASH,20269974.0,61,2,2,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00171,BITU RAY,BITU RAY,20160000.0,36,1,1,ASSAM,Installing community drinking water plants,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00172,GOPAL,GOPAL,19965797.0,44,4,3,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00173,LITTLE GENIUS AGENCIES,LITTLE GENIUS AGENCIES,19965208.0,40,1,1,BIHAR,Purchase of books and periodicals for libraries/digitization of library books,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00174,MANU KUMAR,MANU KUMAR,19950000.0,30,1,1,ASSAM,"Purchase of IT systems, including hardware and software for educational purposes",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00175,DE ZP Gumla,DE ZP GUMLA,19948012.0,81,1,1,JHARKHAND,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00176,J B ENTERPRISES,J B ENTERPRISES,19939392.0,88,1,1,UTTAR PRADESH,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00177,BIDP INDIA PRIVATE LIMITED,BIDP INDIA PRIVATE LIMITED,19900000.0,20,1,1,BIHAR,Lighting of public spaces,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00178,R R BUILDERS,R R BUILDERS,19891717.0,8,1,1,TAMIL NADU,Construction of boundary walls of existing public and community buildings,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00179,KRISHNA CONSTRUCTION,KRISHNA CONSTRUCTION,19822080.0,41,6,4,UTTAR PRADESH,"Construction of roads, link roads, pathways or any other road with or without drainage system",DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
INTERNAL_VND_00180,A AND A BUILDERS AND PROMOTERS,A AND A BUILDERS AND PROMOTERS,19680285.0,4,1,1,TAMIL NADU,Construction of buildings for sports facilities,DERIVED_FROM_EXPENDITURES,mplads_expenditures_2026-08-26.csv,2026-08-26,2026-08-26T10:39:19.918730+00:00
